title,tmdbId,rating,runtime,release_year
Pacific Rim,68726,3.327202629250411,131,2013
Wreck-It Ralph,82690,3.691556012717411,101,2012
Ted,72105,3.130761938618319,107,2012
Moana,277834,3.8163807683015225,107,2016
The Shape of Water,399055,3.505330722367276,123,2017
Finding Dory,127380,3.5376066856330013,97,2016
Me Before You,296096,3.6466106148187074,110,2016
Silver Linings Playbook,82693,3.6964864466705953,122,2012
The Social Network,37799,3.780314037965785,121,2010
Pirates of the Caribbean: Dead Men Tell No Tales,166426,3.1969647519582254,128,2017
Knives Out,546554,4.042504655493484,131,2019
Fifty Shades of Grey,216015,2.0583416087388278,125,2015
A Star Is Born,332562,3.578761061946902,136,2018
Rise of the Planet of the Apes,61791,3.537158519051043,105,2011
Prisoners,146233,4.0380987317891215,153,2013
The Conjuring,138843,3.6729278473464526,112,2013
The Fault in Our Stars,222935,3.5315074593631715,126,2014
In Time,49530,3.437707217546544,109,2011
Green Book,490132,3.968352160659852,130,2018
Tangled,38757,3.7234162895927594,100,2010
Despicable Me 2,93456,3.495573846870632,98,2013
Jurassic World: Fallen Kingdom,351286,2.9307004470938893,129,2018
Dawn of the Planet of the Apes,119450,3.55908203125,130,2014
Nightcrawler,242582,3.97639046538025,118,2014
Oblivion,75612,3.6125219426565236,124,2013
Furious 7,168259,3.319744318181818,137,2015
Minions,211672,3.0337984496124024,91,2015
Monsters University,62211,3.462653711856687,104,2013
Limitless,51876,3.8392700363727594,105,2011
The Perks of Being a Wallflower,84892,3.817252066115704,103,2012
The Hangover Part II,45243,2.9846153846153856,102,2011
The Fate of the Furious,337339,3.194746957078796,136,2017
John Wick: Chapter 3 - Parabellum,458156,3.7654028436018954,131,2019
Maze Runner: The Scorch Trials,294254,3.1734585400425224,131,2015
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),495764,3.009342301943198,108,2020
21 Jump Street,64688,3.620726200350198,109,2012
Looper,59967,3.652590393955747,118,2012
Soul,508442,3.9119482835488193,101,2020
Aladdin,420817,3.2126736111111116,127,2019
The Lion King,420818,3.040596520298261,118,2019
Bird Box,405774,3.228362454286876,124,2018
Mission: Impossible - Ghost Protocol,56292,3.653950953678473,133,2011
Toy Story 4,301528,3.589043540328337,100,2019
Frozen II,330457,3.2389042995839112,103,2019
Star Wars: The Rise of Skywalker,181812,2.8574461136512093,142,2019
The Wolverine,76170,3.2160866847259846,126,2013
Hidden Figures,381284,3.9828011995060866,127,2016
How to Train Your Dragon 2,82702,3.72505224660397,102,2014
The Greatest Showman,316029,3.5354868061874436,105,2017
Shazam!,287947,3.345413363533409,132,2019
Star Trek Into Darkness,54138,3.6930343511450388,132,2013
Alita: Battle Angel,399579,3.6148800599700146,122,2019
Godzilla,124905,2.973128598848368,123,2014
The Twilight Saga: Breaking Dawn - Part 2,50620,2.544030482641828,115,2012
The Big Short,318846,4.0567446822697875,131,2015
We're the Millers,138832,3.49059423347398,110,2013
The Twilight Saga: Breaking Dawn - Part 1,50619,2.368479467258601,117,2011
The Twilight Saga: Eclipse,24021,2.3599753694581285,124,2010
Elysium,68724,3.271187575311286,109,2013
Mission: Impossible - Rogue Nation,177677,3.6498130385303207,131,2015
The Equalizer,156022,3.688316073840613,132,2014
The Hangover Part III,109439,2.9212202480724105,100,2013
To All the Boys I've Loved Before,466282,3.41956305858987,100,2018
Hotel Transylvania,76492,3.438545953360768,91,2012
It Chapter Two,474350,3.093143596377748,169,2019
Dallas Buyers Club,152532,3.903862620112263,117,2013
Jumanji: The Next Level,512200,3.3425627817128136,123,2019
Solo: A Star Wars Story,348350,3.300108489286683,135,2018
Lady Bird,391713,3.7876929165017796,94,2017
Wonder Woman 1984,464052,2.476851851851852,151,2020
Glass,450465,3.2462486602357985,129,2019
After,537915,2.7176470588235295,106,2019
Ocean's Eight,402900,3.2144288577154305,111,2018
"Crazy, Stupid, Love.",50646,3.7497657531037705,118,2011
The Conjuring 2,259693,3.4983537158984013,134,2016
Transformers: Dark of the Moon,38356,2.6717806841046277,154,2011
The Secret Life of Pets,328111,3.2055133079847904,86,2016
Transformers: Age of Extinction,91314,2.527226580526073,165,2014
Fast Five,51497,3.425839666584946,130,2011
Bad Boys for Life,38700,3.0431034482758625,124,2020
Baywatch,339846,2.8342133051742344,116,2017
The Help,50014,3.8777764719708534,146,2011
Mission: Impossible - Fallout,353081,3.7943528235882065,147,2018
Fifty Shades Freed,337167,2.498730964467005,105,2018
Snow White and the Huntsman,58595,2.849691991786448,127,2012
22 Jump Street,187017,3.506391818472357,112,2014
Sing,335797,3.4056166763173126,108,2016
Wonder,406997,3.793357933579335,113,2017
Friends with Benefits,50544,3.276227444397817,109,2011
10 Cloverfield Lane,333371,3.730757689422356,104,2016
Focus,256591,3.5021076523994816,105,2015
The Cabin in the Woods,22970,3.6493314982304357,95,2012
Fifty Shades Darker,341174,2.4732142857142865,118,2017
The Nice Guys,290250,3.7758210376011436,116,2016
Nocturnal Animals,340666,3.725252834814588,117,2016
Maze Runner: The Death Cure,336843,3.2156040268456376,143,2018
Cars 2,49013,2.742922564529559,106,2011
Ice Age: Continental Drift,57800,3.164545853444493,88,2012
BlacKkKlansman,487558,3.750124937531235,136,2018
Ralph Breaks the Internet,404368,3.3903699673558214,112,2018
Ford v Ferrari,359724,3.9537489812550937,153,2019
Percy Jackson & the Olympians: The Lightning Thief,32657,2.895329014660756,118,2010
Creed,312221,3.644952145723989,133,2015
Don't Breathe,300669,3.523067583974099,89,2016
Ted 2,214756,3.0320424158598436,115,2015
Hereditary,493922,3.863794604003482,128,2018
American Hustle,168672,3.529982363315697,138,2013
Life,395992,3.3022904062229905,104,2017
Green Lantern,44912,2.3950151057401814,114,2011
Us,458723,3.558426966292135,116,2019
Dark Shadows,62213,2.882292522596548,113,2012
Shrek Forever After,10192,2.967908902691511,93,2010
Sully,363676,3.7856102534226634,96,2016
The Boss Baby,295693,2.9906832298136643,97,2017
TRON: Legacy,20526,3.2878117457763474,125,2010
Moonlight,376867,3.8392298435619727,111,2016
Fast & Furious Presents: Hobbs & Shaw,384018,3.1234374999999996,137,2019
The Croods,49519,3.353328586685653,98,2013
Tomorrowland,158852,3.1819769472581205,130,2015
Neighbors,195589,3.221872045382919,97,2014
Despicable Me 3,324852,3.12054586808188,90,2017
Nerve,328387,3.45330459770115,96,2016
Rampage,427641,2.918191056910569,107,2018
Jack Reacher,75780,3.5299163179916317,130,2012
Easy A,37735,3.603116561656166,93,2010
Captain Phillips,109424,3.7875416389073964,134,2013
Teenage Mutant Ninja Turtles,98566,2.5795605858854858,101,2014
Kung Fu Panda 2,49444,3.495741587037807,91,2011
Jupiter Ascending,76757,2.635255417956656,127,2015
Prince of Persia: The Sands of Time,9543,3.1054060434372044,116,2010
Megamind,38055,3.557158576843134,96,2010
mother!,381283,3.472853292260302,121,2017
Oz the Great and Powerful,68728,2.863682864450129,130,2013
Rise of the Guardians,81188,3.496907216494845,97,2012
Allegiant,262504,3.1180228648285144,120,2016
Star Trek Beyond,188927,3.5272881715863247,122,2016
Olympus Has Fallen,117263,3.20843935538592,120,2013
Pitch Perfect,114150,3.503769873791179,112,2012
After Earth,82700,2.2674611973392467,100,2013
The Irishman,398978,3.664121037463976,209,2019
The Intern,257211,3.671970004053507,121,2015
Super 8,37686,3.462068443367656,112,2011
Rio,46195,3.168302257114819,96,2011
The Age of Adaline,293863,3.6730229949523276,112,2015
The Nun,439079,2.56984126984127,96,2018
300: Rise of an Empire,53182,2.945785776997366,102,2014
A Good Day to Die Hard,47964,2.555163566388711,98,2013
Captain Fantastic,334533,3.9202315857188808,118,2016
Ghostbusters,43074,2.6638390693165293,117,2016
Rango,44896,3.3719892952720785,107,2011
This Is the End,109414,3.270383951682485,107,2013
Dark Phoenix,320288,2.6669611307420498,114,2019
Horrible Bosses,51540,3.3270128767510956,98,2011
Inferno,207932,3.1017964071856294,121,2016
It Follows,270303,3.636829558998809,101,2014
Project X,57214,3.1939197166469895,88,2012
Clash of the Titans,18823,2.7116732703444075,106,2010
The Man from U.N.C.L.E.,203801,3.6961748633879785,116,2015
Noah,86834,2.703013278855975,138,2014
How to Train Your Dragon: The Hidden World,166428,3.7443396226415095,104,2019
Warm Bodies,82654,3.296875,97,2013
"Love, Simon",449176,3.6684881602914388,110,2018
Annabelle,250546,2.7547931382441977,99,2014
Transformers: The Last Knight,335988,2.3539928486293205,154,2017
Happy Death Day,440021,3.4479516453995966,97,2017
Little Women,331482,3.8200528700906347,135,2019
Maleficent: Mistress of Evil,420809,3.164612676056338,119,2019
Onward,508439,3.596420323325635,103,2020
Dracula Untold,49017,3.087927232635061,92,2014
Independence Day: Resurgence,47933,2.7395374449339216,120,2016
Spy,238713,3.514110756123536,120,2015
Madagascar 3: Europe's Most Wanted,80321,3.14548755186722,93,2012
Bumblebee,424783,3.2419221209610596,113,2018
The Book of Eli,20504,3.4596292610102024,118,2010
The Accountant,302946,3.7319221967963383,128,2016
Grown Ups,38365,2.7469325153374236,102,2010
Flight,87502,3.624093765103915,138,2012
The Magnificent Seven,333484,3.426508509541,132,2016
Enola Holmes,497582,3.3469387755102047,123,2020
The Lone Ranger,57201,2.9262621789193974,149,2013
Extraction,545609,3.2851890756302518,116,2020
The 5th Wave,299687,2.91086186540732,112,2016
Central Intelligence,302699,3.204460966542751,107,2016
Moonrise Kingdom,83666,3.963950230718523,94,2012
Ender's Game,80274,3.369526040728059,114,2013
"I, Tonya",389015,3.7558948589099344,120,2017
The Dictator,76493,3.175903614457832,83,2012
Manchester by the Sea,334541,3.8537079953650055,138,2016
Game Night,445571,3.5902737332556787,100,2018
The Interview,228967,3.092030143868463,113,2014
Hotel Transylvania 2,159824,3.409905163329821,89,2015
The Bourne Legacy,49040,3.4318320146074255,135,2012
King Arthur: Legend of the Sword,274857,3.3120184899845913,126,2017
Bright,400106,2.940840840840841,117,2017
Just Go with It,50546,3.274028193079881,117,2011
Cars 3,260514,3.16532721010333,102,2017
Annabelle: Creation,396422,3.247881355932203,110,2017
Five Feet Apart,527641,3.621345029239766,116,2019
John Carter,49529,3.1557671081677707,132,2012
Zombieland: Double Tap,338967,3.2637397346809855,99,2019
Southpaw,307081,3.5155386740331496,123,2015
The Good Dinosaur,105864,3.0852047556142668,93,2015
Collateral Beauty,345920,3.4134615384615383,97,2016
Pitch Perfect 2,254470,3.223750573131592,115,2015
After We Collided,613504,2.7039473684210527,105,2020
Due Date,41733,3.1718891232298887,95,2010
Creed II,480530,3.382278481012658,130,2018
Gifted,400928,3.8756218905472632,101,2017
First Man,369972,3.628640776699029,141,2018
Chronicle,76726,3.6015115976022933,84,2012
True Grit,44264,3.783974899316288,110,2010
Paper Towns,286565,3.15488867376573,109,2015
Percy Jackson: Sea of Monsters,76285,2.9018612521150593,106,2013
Boyhood,85350,3.7894068565209507,166,2014
Escape Plan,107846,3.3602789256198347,115,2013
Love & Other Drugs,43347,3.371415356151711,112,2010
Jack the Giant Slayer,81005,2.9924528301886797,114,2013
Crimson Peak,201085,3.2605960264900657,119,2015
The Equalizer 2,345887,3.4562841530054644,121,2018
Moneyball,60308,3.902788880007106,134,2011
The Sorcerer's Apprentice,27022,3.1489916550764967,109,2010
Skyscraper,447200,2.8780313837375178,102,2018
The Place Beyond the Pines,97367,3.6810722100656452,140,2013
Pacific Rim: Uprising,268896,2.747960108794199,111,2018
War Dogs,308266,3.66872852233677,114,2016
The Founder,310307,3.7544289483603475,115,2016
El Camino: A Breaking Bad Movie,559969,3.5692379182156135,123,2019
White House Down,117251,3.2295625276182056,131,2013
Bad Teacher,52449,2.8362701908957417,92,2011
No Strings Attached,41630,3.174750830564784,107,2011
The Visit,298312,3.3120094191522766,94,2015
I Am Number Four,46529,2.9617996604414265,109,2011
6 Underground,509967,2.9852440408626557,128,2019
Halloween,424139,3.2277339346110483,106,2018
Escape Room,522681,3.229194187582563,100,2019
Hush,376570,3.4509866327180143,82,2016
The A-Team,34544,3.1755102040816325,117,2010
Uncut Gems,473033,3.7517935982339954,136,2019
The Giver,227156,3.326376811594203,97,2014
Evil Dead,109428,3.3206634416033185,91,2013
The DUFF,272693,3.3116465863453812,100,2015
Carrie,133805,2.822167487684729,100,2013
The Adjustment Bureau,38050,3.5452028139500085,106,2011
Warrior,59440,3.9149576460098086,140,2011
Ice Age: Collision Course,278154,2.9046511627906977,95,2016
Neighbors 2: Sorority Rising,325133,2.9439252336448596,92,2016
Zero Dark Thirty,97630,3.708212996389892,157,2012
Knight and Day,37834,3.2473470661672894,109,2010
American Reunion,71552,3.0738946093276796,113,2012
Dirty Grandpa,291870,3.065315315315315,102,2016
Hell or High Water,338766,3.9094901195413514,102,2016
Pain & Gain,134374,3.141649763353618,130,2013
Bridesmaids,55721,3.5017399557102187,125,2011
Murder Mystery,514999,3.0056433408577883,97,2019
Into the Woods,224141,2.9824561403508776,125,2014
Hotel Transylvania 3: Summer Vacation,400155,3.0373134328358207,97,2018
Don Jon,138697,3.1258000000000004,90,2013
If I Stay,249164,3.423772609819122,106,2014
The Fighter,45317,3.8235992402659074,116,2010
Doctor Sleep,501170,3.54720692368214,152,2019
Journey 2: The Mysterious Island,72545,2.8482404692082115,94,2012
Dear John,22971,3.19935170178282,108,2010
The Internship,116741,3.1082774049217,119,2013
Grown Ups 2,109418,2.499421965317919,101,2013
Insidious: Chapter 2,91586,3.3789936102236426,106,2013
Lone Survivor,193756,3.72201646090535,121,2013
Ready or Not,567609,3.534056886227545,95,2019
Bad Moms,376659,3.2238010657193605,100,2016
Unbroken,227306,3.564814814814815,137,2014
Sex Tape,225886,2.613161131611316,97,2014
Why Him?,356305,3.3213043478260866,111,2016
Horrible Bosses 2,227159,3.175180722891566,108,2014
The Edge of Seventeen,376660,3.6854599406528186,105,2016
The Other Guys,27581,3.445168632319469,107,2010
Joy,274479,3.287510841283608,124,2015
The Old Guard,547016,3.2617107942973522,125,2020
2 Guns,136400,3.335973597359736,109,2013
Hercules,184315,2.7806925498426027,99,2014
Penguins of Madagascar,270946,3.212435233160621,92,2014
Gangster Squad,82682,3.1628184713375793,113,2013
The Vow,72570,3.567357512953368,104,2012
A Million Ways to Die in the West,188161,3.0137408861469432,116,2014
Underworld: Awakening,52520,3.2757155635062616,88,2012
The Host,72710,3.1530317613089505,125,2013
Truth or Dare,460019,2.6930894308943087,101,2018
The Judge,205587,3.504867872044506,141,2014
Death Note,351460,2.145292207792208,101,2017
Predators,34851,3.123421354764639,107,2010
R.I.P.D.,49524,2.812083333333333,96,2013
Home,228161,3.2087842138765112,94,2015
The First Purge,442249,2.760975609756097,97,2018
The Ballad of Buster Scruggs,537996,3.6627029067572665,132,2018
The Last Airbender,10196,1.8460216110019638,103,2010
Love and Monsters,590223,3.453441295546559,109,2020
Lights Out,345911,3.135542168674699,81,2016
Straight Outta Compton,277216,3.7053172475424483,147,2015
"Everything, Everything",417678,3.1308724832214763,96,2017
Searching,489999,3.764089775561098,102,2018
"Hail, Caesar!",270487,3.2594724220623497,106,2016
Begin Again,198277,3.754416961130742,104,2013
The Boy,321258,3.029970760233918,97,2016
Sin City: A Dame to Kill For,189,3.1886374815543532,102,2014
Ghost Rider: Spirit of Vengeance,71676,2.2625113739763423,96,2011
The Smurfs,41513,2.374401913875598,103,2011
Goosebumps,257445,3.032218091697646,103,2015
The Croods: A New Age,529203,3.266169154228856,95,2020
50/50,40807,3.7163146936347404,100,2011
Vacation,296099,3.212555066079295,99,2015
Underworld: Blood Wars,346672,3.2074829931972793,91,2016
The Lucky One,77877,3.493253373313343,101,2012
The Grinch,360920,3.056025369978858,85,2018
Remember Me,23169,3.4177820267686427,113,2010
Crazy Rich Asians,455207,3.496959775491113,121,2018
Kubo and the Two Strings,313297,3.847373188405797,102,2016
Gerald's Game,343674,3.2716535433070866,104,2017
To the Bone,401104,3.4386281588447654,107,2017
The Other Woman,193610,3.303703703703704,109,2014
Isn't It Romantic,449563,2.842574257425743,89,2019
Sierra Burgess Is a Loser,462919,2.7177419354838706,105,2018
The Disaster Artist,371638,3.5790754257907538,104,2017
The Babysitter,419479,3.270375161707632,85,2017
Trolls,136799,2.997587454764777,92,2016
Jigsaw,298250,2.8902912621359222,92,2017
Scream 4,41446,2.9643987341772147,111,2011
Safe House,59961,3.4450661241098675,115,2012
Bad Times at the El Royale,446021,3.5899880810488676,141,2018
Teenage Mutant Ninja Turtles: Out of the Shadows,308531,2.7162756598240474,112,2016
Midnight Sun,419478,3.253623188405797,91,2018
Blue Jasmine,160588,3.614230019493177,99,2013
Unstoppable,44048,3.40143784786642,98,2010
Logan Lucky,399170,3.5520215633423176,118,2017
The Lorax,73723,3.0936395759717312,86,2012
Blended,232672,3.361933797909407,117,2014
Homefront,204082,3.2894736842105265,100,2013
Rio 2,172385,3.0581550802139033,101,2014
Annabelle Comes Home,521029,2.87111801242236,106,2019
The Last Song,35690,3.3856304985337244,107,2010
Sicario: Day of the Soldado,400535,3.5494163424124516,122,2018
Battle: Los Angeles,44943,2.753305973552211,116,2011
Angel Has Fallen,423204,3.2348008385744236,122,2019
Unfriended,277685,2.7886740331491717,82,2014
This Means War,59962,3.152274035693724,98,2012
War Horse,57212,3.335299073294019,146,2011
Identity Thief,109431,2.9215094339622643,111,2013
Burnt,295964,3.310299869621903,100,2015
"Extremely Wicked, Shockingly Evil and Vile",457799,3.295348837209302,111,2019
The Perfect Date,543540,2.9598214285714284,93,2019
Pitch Perfect 3,353616,3.010015408320494,93,2017
Happy Death Day 2U,512196,3.108728943338438,100,2019
The New Mutants,340102,2.6173333333333333,94,2020
Mary Poppins Returns,400650,3.0931586608442507,131,2018
Final Destination 5,55779,2.9462365591397854,92,2011
Abraham Lincoln: Vampire Hunter,72331,2.8352750809061487,105,2012
Vice,429197,3.5955433455433456,132,2018
Turbo,77950,2.9532193158953723,96,2013
How to Be Single,259694,3.09609375,110,2016
Machete,23631,3.244606413994169,105,2010
The Devil All the Time,499932,3.422776911076443,138,2020
I Origins,244267,3.7152084556664713,106,2014
Little Fockers,39451,2.710440985732814,98,2010
Mirror Mirror,62764,2.953333333333333,106,2012
Frankenweenie,62214,3.2753115264797508,87,2012
Chef,212778,3.6809140922556076,114,2014
The Cloverfield Paradox,384521,2.8259966777408634,102,2018
The Green Hornet,40805,2.6935813573180702,119,2011
The Walk,285783,3.558380414312618,123,2015
Blue Valentine,46705,3.6736721436759647,112,2010
Pet Sematary,157433,2.7269681742043552,101,2019
Daddy's Home,274167,3.200261780104712,96,2015
The Mechanic,27582,3.4572192513368987,93,2011
Life As We Know It,38408,3.5521680216802167,114,2010
End of Watch,77016,3.7881734140898953,109,2012
The Lincoln Lawyer,50348,3.7609916951636544,119,2011
The Longest Ride,228205,3.6457725947521866,128,2015
Dumb and Dumber To,100042,2.585668789808917,110,2014
Self/less,238615,3.3363787375415277,117,2015
Triple Frontier,399361,3.1428571428571432,125,2019
Cloudy with a Chance of Meatballs 2,109451,3.207087126137841,95,2013
Valentine's Day,32856,2.9260312944523474,125,2010
Side Effects,109421,3.521611886537596,106,2013
Tag,455980,3.338875692794933,100,2018
Brightburn,531309,3.0076804915514592,91,2019
The Tree of Life,8967,3.4206951658010394,139,2011
The Emoji Movie,378236,1.713375796178344,86,2017
Lawless,82633,3.5386349001931747,115,2012
Parker,119283,3.1562905317769134,118,2013
Underwater,443791,3.0140562248995986,95,2020
The Secret Life of Pets 2,412117,3.15203426124197,86,2019
Promising Young Woman,582014,3.693781634128706,114,2020
Magic Mike,77930,3.0090987868284222,110,2012
The Trial of the Chicago 7,556984,3.8444863336475024,130,2020
Robin Hood,375588,2.5578034682080926,116,2018
Money Monster,303858,3.227330779054917,98,2016
Charlie's Angels,458897,2.5403458213256487,118,2019
Hustlers,540901,3.175516224188791,110,2019
Abduction,59965,2.7625754527162973,106,2011
The Call,158011,3.447067238912733,94,2013
The Butler,132363,3.5027502750275032,132,2013
Letters to Juliet,37056,3.4707142857142856,105,2010
Tower Heist,59108,3.0178571428571432,104,2011
The Master,68722,3.6476422764227636,137,2012
Mr. Popper's Penguins,58224,2.8368686868686868,94,2011
Oculus,157547,3.416165664662659,104,2013
Beautiful Creatures,109491,3.2484802431610946,124,2013
The Spectacular Now,157386,3.60345789180145,95,2013
All the Bright Places,342470,3.3345588235294117,108,2020
Palm Springs,587792,3.8816137566137567,90,2020
Insidious: The Last Key,406563,3.144542772861357,103,2018
Instant Family,491418,3.7311435523114356,118,2018
Saw 3D,41439,2.7052102376599634,90,2010
The Bounty Hunter,27573,2.915021156558533,110,2010
The Two Popes,551332,3.7192224622030237,125,2019
Flipped,43949,3.805064782096584,89,2010
Ferdinand,364689,3.245995423340961,108,2017
Devil,44040,3.006519274376418,80,2010
Beastly,38117,2.932492581602374,86,2011
Date Night,35056,3.192764767563789,97,2010
A Walk Among the Tombstones,169917,3.189677419354839,114,2014
Project Power,605116,2.9513358778625953,113,2020
Run All Night,241554,3.190967741935484,114,2015
12 Strong,429351,3.300824175824176,130,2018
Good Time,429200,3.8648433351035583,102,2017
The Darkest Minds,445651,2.938725490196078,105,2018
Den of Thieves,449443,3.441964285714286,140,2018
Scary Movie 5,4258,2.106263982102908,86,2013
Let's Be Cops,193893,3.148925281473899,104,2014
Spies in Disguise,431693,3.226865671641791,102,2019
Going in Style,353070,3.4190871369294604,96,2017
Mud,103731,3.660846205507052,130,2013
The Last Stand,76640,3.0721544715447155,107,2013
LOL,80271,2.8157894736842106,97,2012
The Descendants,65057,3.550153674210674,115,2011
The Change-Up,49520,3.100079113924051,112,2011
Café Society,339397,3.292525773195876,97,2016
Epic,116711,3.1602941176470587,102,2013
1922,452507,3.0326460481099655,102,2017
Get Hard,257091,3.095730027548209,100,2015
Mortdecai,210860,2.769685039370079,107,2015
That Awkward Moment,225565,3.214566929133858,94,2014
The Florida Project,394117,3.8837696335078533,112,2017
We Bought a Zoo,74465,3.350828729281768,124,2011
A Nightmare on Elm Street,23437,2.547159090909091,95,2010
Set It Up,384677,3.4152097902097904,105,2018
Green Room,313922,3.668761638733706,95,2016
Long Shot,459992,3.3731884057971016,125,2019
The Book of Life,228326,3.5172275641025643,95,2014
The Best of Me,239571,3.565891472868217,117,2014
Me and Earl and the Dying Girl,308369,3.8391304347826085,105,2015
Man on a Ledge,49527,3.3366551126516466,102,2012
To All the Boys: P.S. I Still Love You,565426,3.020661157024793,102,2020
Water for Elephants,55787,3.373836126629423,122,2011
Project Almanac,227719,3.269649334945586,106,2015
Legion,22894,2.6370833333333317,100,2010
Booksmart,505600,3.6573444851019343,102,2019
Immortals,37958,2.8843721770551034,110,2011
Rings,14564,2.308219178082192,102,2017
The Invitation,306947,3.5384615384615374,100,2015
Death Wish,395990,3.1033254156769594,107,2018
Gabriel's Inferno,696374,3.625,122,2020
Anchorman 2: The Legend Continues,109443,2.969477298740938,119,2013
Daddy's Home 2,419680,3.1529680365296806,100,2017
No Escape,192141,3.482646420824295,103,2015
Mike and Dave Need Wedding Dates,316023,3.1829590488771466,98,2016
Ava,539885,2.870503597122302,96,2020
ParaNorman,77174,3.4477923627684968,90,2012
The Hustle,449562,2.7711640211640205,94,2019
Inherent Vice,171274,3.4715041128084607,149,2014
Jobs,115782,3.094184576485462,129,2013
Wild,228970,3.5580325548478413,115,2014
Ouija: Origin of Evil,335796,3.214430894308943,99,2016
Richard Jewell,292011,3.678092399403875,131,2019
Borat Subsequent Moviefilm,740985,3.2887323943661975,96,2020
Eat Pray Love,38167,2.9245585874799356,133,2010
J. Edgar,88794,3.077777777777778,137,2011
Sound of Metal,502033,3.8387358184764993,121,2020
The Ides of March,10316,3.5451702571230026,101,2011
Paranormal Activity 2,41436,2.8286713286713288,91,2010
Hot Tub Time Machine,23048,3.0969545562693312,101,2010
Irrational Man,282984,3.3277310924369745,95,2015
Season of the Witch,23047,2.6645927601809953,95,2011
The Big Sick,416477,3.7962633451957295,120,2017
Fantasy Island,539537,2.545454545454546,109,2020
